Regional Team Code,Regional Team Name,Provider Code,Provider Name,Type of Hospital,Month,Year, Total Waiting List , Number waiting 6+ Weeks , Number waiting 13+ Weeks , Percentage waiting 6+ weeks 
Y63,North East and Yorkshire Commissioning Region,NT332,Spire Leeds Hospital,Private,January,2023,31,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,NT350,Spire Methley Park Hospital,Private,January,2023,25,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,NT333,Spire Washington Hospital,Private,January,2023,163,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,NVC0R,Tees Valley Hospital,Private,January,2023,0,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,NID,The Living Care Group,Private,January,2023,0,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,NHS,January,2023,"3,085",363,53,11.80%
Y63,North East and Yorkshire Commissioning Region,RFR,The Rotherham NHS Foundation Trust,NHS,January,2023,535,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,NVC20,The Yorkshire Clinic,Private,January,2023,1,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,NT440,Thornbury Hospital,Private,January,2023,34,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,NN4,Tyneside Surgical Services Ltd,Private,January,2023,17,4,0,23.50%
Y63,North East and Yorkshire Commissioning Region,NT457,Woodlands Hospital,Private,January,2023,25,0,0,0.00%
Y63,North East and Yorkshire Commissioning Region,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,NHS,January,2023,"4,425","3,060","1,924",69.20%
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",NHS,December,2022,"2,494",486,65,19.50%
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,NHS,December,2022,"7,478","3,189","1,305",42.60%
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,Private,December,2022,7,0,0,0.00%
Y56,London Commissioning Region,NT406,Blackheath Hospital,Private,December,2022,29,0,0,0.00%
Y56,London Commissioning Region,NT451,Cavell Hospital,Private,December,2022,13,0,0,0.00%
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,NHS,December,2022,"1,656",56,0,3.40%
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,Private,December,2022,13,0,0,0.00%
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,Private,December,2022,24,0,0,0.00%
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,NHS,December,2022,843,10,4,1.20%
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,NHS,December,2022,"2,126",419,24,19.70%
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,NHS,December,2022,542,52,4,9.60%
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,NHS,December,2022,"4,117",700,106,17.00%
Y56,London Commissioning Region,NT416,Hendon Hospital,Private,December,2022,12,1,0,8.30%
Y56,London Commissioning Region,RQX,Homerton Healthcare NHS Foundation Trust,NHS,December,2022,"1,823",258,1,14.20%
Y56,London Commissioning Region,RYJ,Imperial College Healthcare NHS Trust,NHS,December,2022,"2,220",66,25,3.00%
Y56,London Commissioning Region,RJZ,King's College Hospital NHS Foundation Trust,NHS,December,2022,"2,426",130,24,5.40%
Y56,London Commissioning Region,NT421,Kings Oak Hospital,Private,December,2022,19,4,0,21.10%
Y56,London Commissioning Region,RAX,Kingston Hospital NHS Foundation Trust,NHS,December,2022,764,4,0,0.50%
Y56,London Commissioning Region,RJ2,Lewisham and Greenwich NHS Trust,NHS,December,2022,"1,341",3,1,0.20%
Y56,London Commissioning Region,NT422,London Independent Hospital,Private,December,2022,4,2,2,50.00%
Y56,London Commissioning Region,R1K,London North West University Healthcare NHS Trust,NHS,December,2022,"2,315",27,0,1.20%
Y56,London Commissioning Region,RP6,Moorfields Eye Hospital NHS Foundation Trust,NHS,December,2022,115,0,0,0.00%
Y56,London Commissioning Region,RAP,North Middlesex University Hospital NHS Trust,NHS,December,2022,282,24,0,8.50%
Y56,London Commissioning Region,NTP15,Practice Plus Group Hospital - Ilford,Private,December,2022,186,101,50,54.30%
Y56,London Commissioning Region,RAL,Royal Free London NHS Foundation Trust,NHS,December,2022,"1,726",12,1,0.70%
Y56,London Commissioning Region,RAN,Royal National Orthopaedic Hospital NHS Trust,NHS,December,2022,"1,308",187,9,14.30%
Y56,London Commissioning Region,NT436,Shirley Oaks Hospital,Private,December,2022,7,0,0,0.00%
Y56,London Commissioning Region,NT437,Sloane Hospital,Private,December,2022,13,0,0,0.00%
Y56,London Commissioning Region,RV5,South London and Maudsley NHS Foundation Trust,NHS,December,2022,0,0,0,0.00%
Y56,London Commissioning Region,NT314,Spire London East,Private,December,2022,259,12,0,4.60%
Y56,London Commissioning Region,NT3X3,Spire St Anthony's Hospital,Private,December,2022,75,29,20,38.70%
Y56,London Commissioning Region,RJ7,St George's University Hospitals NHS Foundation Trust,NHS,December,2022,"1,775",44,8,2.50%
Y56,London Commissioning Region,RAS,The Hillingdon Hospitals NHS Foundation Trust,NHS,December,2022,"1,830",869,287,47.50%
Y56,London Commissioning Region,RPY,The Royal Marsden NHS Foundation Trust,NHS,December,2022,179,0,0,0.00%
Y56,London Commissioning Region,RRV,University College London Hospitals NHS Foundation Trust,NHS,December,2022,"3,459",420,77,12.10%
Y56,London Commissioning Region,RKE,Whittington Health NHS Trust,NHS,December,2022,"1,128",109,7,9.70%
Y58,South West Commissioning Region,NT402,Bath Clinic,Private,December,2022,4,0,0,0.00%
Y58,South West Commissioning Region,RBD,Dorset County Hospital NHS Foundation Trust,NHS,December,2022,502,6,0,1.20%
Y58,South West Commissioning Region,NVC04,Duchy Hospital,Private,December,2022,7,1,0,14.30%
Y58,South West Commissioning Region,RTE,Gloucestershire Hospitals NHS Foundation Trust,NHS,December,2022,880,0,0,0.00%
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,NHS,December,2022,"1,451",652,275,44.90%
Y58,South West Commissioning Region,NT419,Harbour Hospital,Private,December,2022,0,0,0,0.00%
Y58,South West Commissioning Region,NVC09,New Hall Hospital,Private,December,2022,0,0,0,0.00%
Y58,South West Commissioning Region,RVJ,North Bristol NHS Trust,NHS,December,2022,"1,916",52,0,2.70%
Y58,South West Commissioning Region,NT202,"Nuffield Health, Bournemouth Hospital",Private,December,2022,3,0,0,0.00%
Y58,South West Commissioning Region,NT206,"Nuffield Health, Bristol Hospital (Chesterfield)",Private,December,2022,24,4,0,16.70%
Y58,South West Commissioning Region,NT238,"Nuffield Health, Taunton Hospital",Private,December,2022,1,0,0,0.00%
Y58,South West Commissioning Region,NTPH2,Practice Plus Group Hospital - Emersons Green,Private,December,2022,41,28,2,68.30%
Y58,South West Commissioning Region,NTPH5,Practice Plus Group Hospital - Plymouth,Private,December,2022,24,3,0,12.50%
Y58,South West Commissioning Region,NTPH1,Practice Plus Group Hospital - Shepton Mallet,Private,December,2022,127,74,0,58.30%
Y58,South West Commissioning Region,NT430,Ridgeway Hospital,Private,December,2022,15,0,0,0.00%
Y58,South West Commissioning Region,REF,Royal Cornwall Hospitals NHS Trust,NHS,December,2022,"4,474","2,396","1,104",53.60%
Y58,South West Commissioning Region,RH8,Royal Devon University Healthcare NHS Foundation Trust,NHS,December,2022,"1,587",402,124,25.30%
Y58,South West Commissioning Region,RD1,Royal United Hospitals Bath NHS Foundation Trust,NHS,December,2022,"1,768",567,50,32.10%
Y58,South West Commissioning Region,K4X7P,Rutherford Diagnostics Centre Somerset,Private,December,2022,0,0,0,0.00%
Y58,South West Commissioning Region,RNZ,Salisbury NHS Foundation Trust,NHS,December,2022,"1,227",614,244,50.00%
Y58,South West Commissioning Region,RH5,Somerset NHS Foundation Trust,NHS,December,2022,739,137,29,18.50%
Y58,South West Commissioning Region,NT302,Spire Bristol Hospital,Private,December,2022,56,33,11,58.90%
Y58,South West Commissioning Region,G3Z1Q,Sulis Hospital Bath (Foxcote Avenue),Private,December,2022,136,15,0,11.00%
Y58,South West Commissioning Region,RA9,Torbay and South Devon NHS Foundation Trust,NHS,December,2022,"1,055",452,312,42.80%
Y58,South West Commissioning Region,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,NHS,December,2022,"3,054",696,293,22.80%
Y58,South West Commissioning Region,R0D,University Hospitals Dorset NHS Foundation Trust,NHS,December,2022,"1,723",29,0,1.70%
Y58,South West Commissioning Region,RK9,University Hospitals Plymouth NHS Trust,NHS,December,2022,"2,614",730,66,27.90%
Y58,South West Commissioning Region,NVC22,Winfield Hospital,Private,December,2022,3,0,0,0.00%
Y58,South West Commissioning Region,NT443,Winterbourne Hospital,Private,December,2022,5,0,0,0.00%
Y58,South West Commissioning Region,RA4,Yeovil District Hospital NHS Foundation Trust,NHS,December,2022,192,21,0,10.90%
Y59,South East Commissioning Region,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,NHS,December,2022,"1,853",91,1,4.90%
Y59,South East Commissioning Region,NVC01,Ashtead Hospital,Private,December,2022,15,0,0,0.00%
Y59,South East Commissioning Region,NWF01,Benenden Hospital,Private,December,2022,0,0,0,0.00%
Y59,South East Commissioning Region,RXQ,Buckinghamshire Healthcare NHS Trust,NHS,December,2022,"3,141","1,869",752,59.50%
Y59,South East Commissioning Region,NT408,Chaucer Hospital,Private,December,2022,3,0,0,0.00%
Y59,South East Commissioning Region,NT410,Chiltern Hospital,Private,December,2022,2,0,0,0.00%
Y59,South East Commissioning Region,NV323,Circle Reading Hospital,Private,December,2022,16,1,0,6.30%
Y59,South East Commissioning Region,RN7,Dartford and Gravesham NHS Trust,NHS,December,2022,"1,460",8,0,0.50%
Y59,South East Commissioning Region,RVV,East Kent Hospitals University NHS Foundation Trust,NHS,December,2022,"6,632",905,96,13.60%
Y59,South East Commissioning Region,RXC,East Sussex Healthcare NHS Trust,NHS,December,2022,"1,479",134,75,9.10%
Y59,South East Commissioning Region,RDU,Frimley Health NHS Foundation Trust,NHS,December,2022,"1,831",497,213,27.10%
Y59,South East Commissioning Region,NT417,Goring Hall Hospital,Private,December,2022,5,0,0,0.00%
Y59,South East Commissioning Region,NT418,Hampshire Clinic,Private,December,2022,1,0,0,0.00%
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,NHS,December,2022,"1,907",396,12,20.80%
Y59,South East Commissioning Region,NWX,Here,Private,December,2022,448,18,10,4.00%
Y59,South East Commissioning Region,NV1,Inhealth Limited,Private,December,2022,"5,184",112,2,2.20%
Y59,South East Commissioning Region,R1F,Isle of Wight NHS Trust,NHS,December,2022,666,219,0,32.90%
Y59,South East Commissioning Region,ADP02,Kims Hospital (Newnham Court),Private,December,2022,11,0,0,0.00%
Y59,South East Commissioning Region,RWF,Maidstone and Tunbridge Wells NHS Trust,NHS,December,2022,"1,303",22,0,1.70%
Y59,South East Commissioning Region,DC8,Medical Imaging Partnership Ltd,Private,December,2022,420,8,3,1.90%
Y59,South East Commissioning Region,RPA,Medway NHS Foundation Trust,NHS,December,2022,"1,515",81,10,5.30%
Y59,South East Commissioning Region,NTPAA,Mid & South Buckinghamshire Diagnostic NHS Centre,NHS,December,2022,678,0,0,0.00%
Y59,South East Commissioning Region,NT455,Mount Alvernia Hospital,Private,December,2022,1,0,0,0.00%
Y59,South East Commissioning Region,RTH,Oxford University Hospitals NHS Foundation Trust,NHS,December,2022,"3,431",201,42,5.90%
Y59,South East Commissioning Region,RHU,Portsmouth Hospitals University National Health Service Trust,NHS,December,2022,"2,729","1,765","1,060",64.70%
Y59,South East Commissioning Region,NTP11,Practice Plus Group Hospital - Southampton,Private,December,2022,0,0,0,0.00%
Y59,South East Commissioning Region,NTP16,Practice Plus Group Surgical Centre - Gillingham,Private,December,2022,10,1,1,10.00%
Y59,South East Commissioning Region,NTPAD,Practice Plus Group Surgical Centre - St Marys Portsmouth,Private,December,2022,0,0,0,0.00%
Y59,South East Commissioning Region,NT428,Princess Margaret Hospital,Private,December,2022,0,0,0,0.00%
Y59,South East Commissioning Region,RPC,Queen Victoria Hospital NHS Foundation Trust,NHS,December,2022,172,1,0,0.60%
Y59,South East Commissioning Region,RHW,Royal Berkshire NHS Foundation Trust,NHS,December,2022,"3,055","1,072",53,35.10%
Y59,South East Commissioning Region,RA2,Royal Surrey County Hospital NHS Foundation Trust,NHS,December,2022,934,57,6,6.10%
Y59,South East Commissioning Region,NT433,Sarum Road Hospital,Private,December,2022,4,0,0,0.00%
Y59,South East Commissioning Region,R1C,Solent NHS Trust,NHS,December,2022,219,0,0,0.00%
Y59,South East Commissioning Region,RW1,Southern Health NHS Foundation Trust,NHS,December,2022,434,0,0,0.00%
Y59,South East Commissioning Region,NT312,Spire Alexandra Hospital,Private,December,2022,219,59,0,26.90%
Y59,South East Commissioning Region,NT345,Spire Clare Park Hospital,Private,December,2022,4,0,0,0.00%
Y59,South East Commissioning Region,NT344,Spire Dunedin Hospital,Private,December,2022,15,0,0,0.00%
Y59,South East Commissioning Region,NT308,Spire Gatwick Park Hospital,Private,December,2022,160,50,33,31.30%
Y59,South East Commissioning Region,NT364,Spire Montefiore Hospital,Private,December,2022,0,0,0,0.00%
Y59,South East Commissioning Region,NT305,Spire Portsmouth Hospital,Private,December,2022,7,0,0,0.00%
Y59,South East Commissioning Region,NT304,Spire Southampton Hospital,Private,December,2022,17,0,0,0.00%
Y59,South East Commissioning Region,NT343,Spire Thames Valley Hospital,Private,December,2022,20,0,0,0.00%
Y59,South East Commissioning Region,NT310,Spire Tunbridge Wells Hospital,Private,December,2022,22,14,11,63.60%
Y59,South East Commissioning Region,RTP,Surrey and Sussex Healthcare NHS Trust,NHS,December,2022,"1,759",492,145,28.00%
Y59,South East Commissioning Region,AJX,Sussex MSK Partnership 2,Private,December,2022,156,10,6,6.40%
Y59,South East Commissioning Region,NVC02,The Berkshire Independent Hospital,Private,December,2022,0,0,0,0.00%
Y59,South East Commissioning Region,NVC25,The Cherwell Hospital,Private,December,2022,1,1,0,100.00%
Y59,South East Commissioning Region,NXM01,The Horder Centre - St Johns Road,Private,December,2022,3,0,0,0.00%
Y59,South East Commissioning Region,RHM,University Hospital Southampton NHS Foundation Trust,NHS,December,2022,"1,714",367,68,21.40%
Y59,South East Commissioning Region,RYR,University Hospitals Sussex NHS Foundation Trust,NHS,December,2022,"2,167",354,208,16.30%
Y60,Midlands Commissioning Region,NVC0I,Beacon Park Hospital,Private,December,2022,0,0,0,0.00%
Y60,Midlands Commissioning Region,RQ3,Birmingham Women's and Children's NHS Foundation Trust,NHS,December,2022,510,294,169,57.60%
Y60,Midlands Commissioning Region,RFS,Chesterfield Royal Hospital NHS Foundation Trust,NHS,December,2022,683,22,0,3.20%
Y60,Midlands Commissioning Region,NT412,Droitwich Spa Hospital,Private,December,2022,12,0,0,0.00%
Y60,Midlands Commissioning Region,RLT,George Eliot Hospital NHS Trust,NHS,December,2022,711,3,0,0.40%
Y60,Midlands Commissioning Region,RNQ,Kettering General Hospital NHS Foundation Trust,NHS,December,2022,"6,153","4,783","2,903",77.70%
Y60,Midlands Commissioning Region,NT450,Lincoln Hospital,Private,December,2022,3,0,0,0.00%
Y60,Midlands Commissioning Region,NT424,Meriden Hospital,Private,December,2022,48,0,0,0.00%
Y60,Midlands Commissioning Region,RNS,Northampton General Hospital NHS Trust,NHS,December,2022,"4,425","2,377",474,53.70%
Y60,Midlands Commissioning Region,RX1,Nottingham University Hospitals NHS Trust,NHS,December,2022,"6,454","4,311","2,894",66.80%
Y60,Midlands Commissioning Region,NT213,"Nuffield Health, Derby Hospital",Private,December,2022,24,0,0,0.00%
Y60,Midlands Commissioning Region,NT219,"Nuffield Health, Hereford Hospital",Private,December,2022,0,0,0,0.00%
Y60,Midlands Commissioning Region,NT230,"Nuffield Health, North Staffordshire Hospital",Private,December,2022,3,0,0,0.00%
Y60,Midlands Commissioning Region,NT242,"Nuffield Health, Wolverhampton Hospital",Private,December,2022,1,0,0,0.00%
Y60,Midlands Commissioning Region,NT427,Park Hospital,Private,December,2022,2,0,0,0.00%
Y60,Midlands Commissioning Region,NTP13,Practice Plus Group Hospital - Barlborough,Private,December,2022,70,7,6,10.00%
Y60,Midlands Commissioning Region,NT429,Priory Hospital,Private,December,2022,32,0,0,0.00%
Y60,Midlands Commissioning Region,RXK,Sandwell and West Birmingham Hospitals NHS Trust,NHS,December,2022,"3,503",713,193,20.40%
Y60,Midlands Commissioning Region,RK5,Sherwood Forest Hospitals NHS Foundation Trust,NHS,December,2022,"1,472",99,23,6.70%
Y60,Midlands Commissioning Region,RJC,South Warwickshire University NHS Foundation Trust,NHS,December,2022,"1,386",22,0,1.60%
Y60,Midlands Commissioning Region,NT322,Spire Leicester Hospital,Private,December,2022,16,0,0,0.00%
Y60,Midlands Commissioning Region,NT321,Spire Little Aston Hospital,Private,December,2022,94,6,1,6.40%
Y60,Midlands Commissioning Region,NT30A,Spire Nottingham Hospital,Private,December,2022,55,0,0,0.00%
Y60,Midlands Commissioning Region,NT320,Spire Parkway Hospital,Private,December,2022,222,7,2,3.20%
